Company_Brand,Sector,Main Sector,industry,Stage,Amount,HeadQuarter,What it does,Year,Founded,Founders,Investor,Years of Existence
SimpliContract,Software,Technology,Technology,Seed,1800000.0,Bangalore,"SimpliContract is an Enterprise SaaS offering, focused on end to end Contract Life-cycle Management.",2021,2020,"Guru Venkatesan, Jinaraj PG, Makesh Kumar",Kalaari Capital,1
Jidoka Technologies,Software,Technology,Technology,Seed,340000.0,Chennai,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",2021,2018,Sekar Udayamurthy,,3
PagarBook,Software Company,Technology,Technology,Series A,15000000.0,Bangalore,"Staff's Salary, Work & Attendance Management Application",2020,2019,"Adarsh Kumar, Rupesh Mishra","Sequoia Capital, India Quotient",1
Hasura,Software Company,Technology,Technology,Series B,25000000.0,San Francisco,"Builds developer tooling products, including open source tools, backend",2020,2017,"Tanmai Gopal, Rajoshi Ghosh","Nexus Venture Partners, Sam Lambert",3
Supersourcing,Software Company,Technology,Technology,Seed,200000.0,Indore,Build your next app or website with our exclusive network of certified IT companies.,2021,2020,"Mayank Pratap Singh, Aditi Chaurasia","Vijay Shekhar Sharma, Dr Ritesh Malik",1
Hubilo,Software Startup,Technology,Technology,Series B,125000000.0,Ahmedabad,Hubilo is the leading hybrid event platform built for engagement and event excellence.,2021,2020,"Mayank Agarwal, Vaibhav Jain",Alkeon Capital,1
SmartVizX,"Software, Virtual Reality",Technology,Technology,Seed,1450000.0,Noida,It is a Virtual Reality Solutions StartUp,2018,2016,,,2
Krishitantra,Soil-Tech,Technology,Technology,Seed,1000000.0,Hyderabad,Krishi-Tantra is an Agri-IoT startup building farm automation for controlled agricultural environment.,2020,2017,"Sandeep Kondaji, Vishnuprasada Bhat, Anand Bellan Raman","NABVENTURES, Omnivore",3
MYSUN,Solar,Technology,Technology,,2000000.0,New Delhi,"India's Largest Online Rooftop Solar Platform for SMEs, Industries & Homes",2021,2016,Gagan Vermani,TATA Cleantech Capital,5
Prescinto,Solar,Technology,Technology,Seed,3500000.0,Gujarat,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,2021,2016,Puneet Jaggi,"Venture Catalysts, 9Unicorns Accelerator Fund",5
Prescinto,Solar Monitoring Company,Technology,Technology,Seed,113866383.8,Ahmedabad,Prescinto provides solutions for solar monitoring and analytics solutions.,2020,2016,"Puneet Singh Jaggi, Sanjay Bhasin, Ram Menon","Startup incubator, Accelerator Venture Catalysts",4
SenseHawk,Solar Saas,Technology,Technology,Series A,5000000.0,Bangalore,SenseHawk is a SaaS platform that helps improve processes and saves cost in the development,2020,2016,"Swarup Mavanoor, Rahul Sankhe","Falcon Edge Capital, SAIF Partners",4
Astrogate Labs,Spacetech,Technology,Technology,,113866383.8,Bangalore,Astrogate Labs provides high-quality products related to space infrastructure.,2020,2017,,"Venture Catalysts, Speciale Invest",3
Pixxel,Spacetech,Technology,Technology,Seed round,5000000.0,Bangalore,Indian Earth observation startup,2020,2019,"Kshitij Khandelwal, Awais Ahmed","Lightspeed India Partners, Blume Ventures, GrowX ventures",1
VestSpace,Spacetech,Technology,Technology,,10000000.0,Pune,It builds small satellite paltforms,2020,2018,Arun Kumar Sureban,Next Capital,2
Agnikul,Spacetech,Technology,Technology,Pre series A,3148000.0,Chennai,"It designs, fabricates, tests and launch orbital class launch vehicles",2020,2016,Srinath Ravichandran,pi Ventures,4
Digantara,Spacetech,Technology,Technology,Seed,2500000.0,Bangalore,"Digantara is an Indian Space Technology Company incubated at Indian Institute of Science (IISc), establishing a space-based surveillance platform with global realtime earth coverage",2021,2018,"Anirudh N Sharma, Rahul Rawat, Tanveer Ahmed",Kalaari Capital,3
Pixxel,Spacetech,Technology,Technology,Seed,7300000.0,Bangalore,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,2021,2019,"Awais Ahmed, Kshitij Khandelwal","Techstars, Ryan Johnson",2
Agnikul,Spacetech,Technology,Technology,Series A,11000000.0,Chennai,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.",2021,2017,"Moin SPM, Satyanarayanan Chakravarthy, Srinath Ravichandran","Artha India Ventures, Sriram Krishnan",4
Observe ai,Tech,Technology,Technology,Series B,54000000.0,San Francisco,"Observe.AI develops a voice AI platform for contact centers, turning agents into top performers.",2020,2017,"Akash Singh, Sharath Keshava Narayana, Swapnil Jain","01 Advisors, Steadview Capital",3
CredoLab,Tech,Technology,Technology,Series A,7000000.0,Singapore,AI credit scoring platform,2020,2015,Peter Barcak,"GB Group, Walden International",5
Virtual Forest,Tech,Technology,Technology,,113866383.8,Bangalore,Tracking seasonal change in virtual forest,2020,2019,Omer Basith,Napino Auto and Electronics Ltd,1
CrowdPouch,Tech,Technology,Technology,Angel Round,113866383.8,Bangalore,A reward-based fundraising and preselling platform,2020,2016,Vittal Ramakrishna,Elina Investments,4
Hevo,Tech,Technology,Technology,Series A,8000000.0,Bangalore,Data pipeline startup,2020,2017,"Manish Jethani, Sourabh Agarwal","Qualgro, Lachy Groom",3
Muse Wearables,Tech,Technology,Technology,,3000000.0,Chennai,It sells the world?ÃÃs first payment-enabled hybrid smartwatches,2020,2018,"K.L.N Sai Prasanth, Yathindra Ajay K.A, K. Prathyusha",Dr. Bhaskar Rao Bollineni,2
GigIndia,Tech,Technology,Technology,Pre series A,971000.0,Pune,Marketplace that provides on-demand work completion for companies through workforce of jobseekers,2020,2017,"Sahil Sharma, Aditya Shirole",Incubate Fund India,3
MYSUN,Tech,Technology,Technology,Pre series A,4257000.0,Delhi,Platform for rooftop solar energy solutions,2020,2015,"Gagan Vermani, Divyanshu Sachdev, Gyan Prakash Tiwari",Undisclosed,5
SugarBox,Tech,Technology,Technology,,68525000.0,Mumbai,Hyperlocal data distribution platform,2020,2016,Rohit Paranjpe,Zee Entertainment Enterprises Limited,4
Plop,Tech,Technology,Technology,Angel Round,113866383.8,Mumbai,It Provides an interactive fiction entertainment platform to entertain & educate Gen Z & Millennials in a language they understand,2020,2016,"Vineet Shetty, Anushka Shetty","Better Capital, LetsVenture, Rohit Chanana, Jayant Kadambi, Sunil Kumar Singhvi",4
Anaxee Digital Runner,Tech,Technology,Technology,,113866383.8,Indore,A tech-enabled ID verification and data collection startup,2020,2016,"Govind Agrawal, Arti Agrawal",Orios Venture Partners,4
Altor,Tech,Technology,Technology,,113866383.8,,Makes helmets that are IoT and AI enabled,2020,2016,"Shamik Guha, Sayan Tapadar, Muhammad Bilal Shakil, Anirban Datta Gupta",Venture Catalysts,4
Artivatic.ai,Tech Company,Technology,Technology,,113866383.8,Bangalore,"Artivatic's patent pending technology solves complex problems in Insurance for On-boarding, Fraud, Risk Profiling, Underwriting & claims.",2020,2017,Layak Singh,"SenseAI Ventures, Saurabh Chugh",3
Hubilo,Tech Company,Technology,Technology,Seed,4500000.0,"San Francisco, California, United States",World?ÃÃs smartest virtual event platform that brings Experience & Intelligence together,2020,2020,"Mayank Agarwal, Vaibhav Jain","Nishant Rao, Jonathan Boutelle",0
Antaios,Tech Company,Technology,Technology,,11000000.0,France,Developer of memory-based technology intended to solve issues of advanced computing.,2020,2016,Jean Pierre Nozieres,,4
Equiwatt,Tech Company,Technology,Technology,,300000.0,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom",Equiwatt is a digital platform enabling households to get paid for saving energy at peak times.,2020,2015,"Johnson Fernandes, Ravneet Kaur",Rising Stars,5
Sapio Analytics,Tech Company,Technology,Technology,,150000.0,Mumbai,Sapio Analytics provides AI-powered policymaking solutions for government institutions.,2020,2018,"Ashwin Srivastava, Hardik Somani",,2
GenieTalk,Tech Company,Technology,Technology,,750000.0,Indore,GenieTalk as a virtual assistant uses AI to bring conversation commerce with a personalised experience on the app.,2020,2016,"Santosh Kataria, Ankit Kimtee, Vivek Jain",,4
IncubateHub,Tech Hub,Technology,Technology,,113866383.8,Bengaluru,Provides platform for Corporates to connect establish brand presence among innovation community,2020,2016,Rajiv Mukherjee,Venture Catalysts,4
Betterplace,Tech Platform,Technology,Technology,Series B,10000000.0,Bangalore,Developer of a digital verification platform designed to manage the semi-formal workforce.,2020,2015,"Saurabh Tandan, Pravin Agarwala",Jungle Ventures,5
Callify.ai,Tech Startup,Technology,Technology,Seed,560000.0,Mumbai,Callify.ai is a Voice-Based Candidate Screening & Engagement platform for Talent Acquisition teams.,2020,2016,"Chetan Indap, Sunny Sharma, Deepanti Kavi",Malpani Ventures,4
Arzooo,Tech Startup,Technology,Technology,,113866383.8,Bangalore,"B2B retail tech platform transforming 300,000+ SMEs in electronics space with its flagship ""Go Store"" product",2020,2016,"Khushnud Khan, Rishi Raj Rathore","3Lines, Jabbar Internet Group",4
Harmonizer India,Tech Startup,Technology,Technology,,113866383.8,Bangalore,"Energy-efficient solutions based on the Artificial Intelligence, Machine Learning and Internet of Things technology,",2020,2019,M R Srinivas,Kapil Dev,1
Dukaan,Tech Startup,Technology,Technology,Seed,6000000.0,Mumbai,Developer of an android application designed for businesses to sell online.,2020,2020,"Subhash Choudhary, Suumit Shah","Lightspeed, Matrix Partners.",0
Fleetx,Tech Startup,Technology,Technology,Pre-series B,3000000.0,Gurugram,"Fleetx is an intelligent data platform which uses AI, machine learning, sensors and predictive analytics to help fleet owners.",2020,2017,"Abhay Jeet Gupta, Parveen Kataria, Udbhav Rai, Vineet Sharma, Vishal Mishra","Rohit Bansal, Rohan Ranavat",3
Vesta Space Technology,Tech Startup,Technology,Technology,,10000000.0,Pune,VestaSpace Technology specialises in making small satellite platforms for commercial and scientific applications.,2020,2018,Arun Kumar Sureban,,2
Vicara,Tech Startup,Technology,Technology,,113866383.8,Bangalore,A deep tech startup pioneering in motion-based interfaces and insights.,2020,2017,"Abhishek Satish, Adarsh Warrier",,3
Deepsync,Tech Startup,Technology,Technology,,300000.0,Bangalore,"Deepsync is a revolutionary way to record your content, without you really speaking.",2020,2018,"Ishan Sharma, Rishikesh Kumar",Venkat Raju,2
GullyBuy Software,Tech Startup,Technology,Technology,Pre-series A,543000.0,Pune,To deliver a solution that will provide shopping convenience to every consumer in India,2020,2019,Shirish Deodhar,,1
SmartClean,Tech Startup,Technology,Technology,Pre- series A,3400000.0,Singapore,SmartClean Technologies is an AI company that offers data-driven cleaning operations designed for facilities.,2020,2017,"Abhishek Mishra, Kush Agarwal, Lav Agarwal, Stella Hu","Seeds Capital, AIM Smart City",3
EkAnek,Tech Startup,Technology,Technology,Edge,5040000.0,New Delhi,EkAnek Networks is a new startup that is focused on building the ecosystem for new age brands in lifestyle categories,2020,2018,"Chandranshu Sinha, Kartik Sheth","Lightspeed India Partners, Sequoia Capital India",2
Airmeet,Tech Startup,Technology,Technology,Series A,12000000.0,Bangalore,"Airmeet is an all-in-one events platform for virtual summits, meetups, and workshops that includes virtual social lounge",2020,2019,"Lalit Mangal, Manoj Singh, Vinay Kumar Jasti","Global Founders Capital, Redpoint",1
Spintly,Tech Startup,Technology,Technology,,500000.0,Goa,Wireless cloud based access control platform,2021,2017,Rohin Parkar,Riso Capital,4
Zoko,Tech Startup,Technology,Technology,Seed,140000000.0,Bangalore,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.",2021,2016,"Arjun Paul, Aromal Sivadasan",Y Combinator,5
Xpresslane,Tech Startup,Technology,Technology,Pre-seed,400000.0,Bangalore,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.",2021,2019,Ashwin Koorakula,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies.",2
SeeVC,Tech Startup,Technology,Technology,Seed,1000000.0,New Delhi,Leverages artificial intelligence (AI) to build products for the education sector,2021,2020,"Shivam Sood, Lark Aakarshan",Jimmy Singh,1
Makers Hive,Tech Startup,Technology,Technology,,9000000.0,Hyderabad,"Makers Hive has made it possible to bring the people with amputations together by developing a fully functional, customizable",2021,2018,Pranav Vempati,"Starfish Growth Partners, Investpad",3
Anvidha Technologies,Tech Startup,Technology,Technology,Seed,1500000.0,Haryana,Anvidha Technologies Private Limited is a HARYANA based private ltd.,2021,2020,Ganesh ranganathan iyer,,1
Zotalabs,Tech Startup,Technology,Technology,Seed,1250000.0,Pune,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,2021,2019,"Nausherwan Shah, Wasim Khan",Alfa Ventures,2
FloBiz,Tech Startup,Technology,Technology,Series A,10000000.0,Bangalore,India?ÃÃs first neobusiness platform,2021,2019,Rahul Raj,Elevation Capital,2
NewLink Group,Tech Startup,Technology,Technology,,200000000.0,Beijing,Developer of an energy management and transportation digital platform designed to streamline the energy supply chain,2021,2016,"Yang Wang, Zhen Dai",Bain Capital,5
RuleZero,Tech Startup,Technology,Technology,Seed,1000000.0,Bangalore,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,2021,2019,"Satish Mugulavalli, Srinivas Katta","Induslaw, Reddy Futures",2
Park+,Tech Startup,Technology,Technology,Series B,25000000.0,New Delhi,Building an eco-system for car owners which will be a one-stop solution for all their needs.,2021,2019,Amit Lakhotia,"Sequoia Capital, Matrix Partners",2
Hypto,Tech Startup,Technology,Technology,Seed,3000000.0,Chennai,The next generation of web services that democratize access to finance for developers and businesses.,2021,2018,"Abhishek Rajagopal, Aravind Sriraman, Tholkappiyan Velavan",Stellaris Venture Partners,3
Trell,Technology,Technology,Technology,Seed,1250000.0,Bangalore City,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,2018,2016,,,2
Sequretek,Technology,Technology,Technology,Venture - Series Unknown,3700000.0,Mumbai,Sequretek is a cyber security start-up.,2018,2016,,,2
Trell,Technology,Technology,Technology,Pre series A,2000000.0,Bangalore,Blogging platform that enables people to create visual collections of their travel and local experiences,2019,2016,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba","Ruizheng Investment, Tej Kapoor, Krinshavataram Venkata Vinjamuri, Harsh Shah",3
