Company_Brand,Sector,Main Sector,industry,Stage,Amount,HeadQuarter,What it does,Year,Founded,Founders,Investor
Endimension,Healtcare,,,Seed,300000.0,Mumbai,Endimension Technology is a healthcare Artificial Intelligence startup incubated at IIT Bombay.,2021,2018.0,"Bharadwaj Kss, Apparao MLV, Kurien Zacharia",Inflection Point Ventures
BeepKart,Automotive,Transportation,transport,Seed,3000000.0,Bangalore,BeepKart is building a platform to digitize and organize the used two-wheeler market.,2021,2020.0,"Hemir Doshi, Abhishek Saraf","Stellaris Venture Partners, Chiratae Ventures"
Lio,Computer Software,,,Seed,5000000.0,Pune,"Lio is the one app for all data where you can create, keep records and track all the records",2021,2020.0,Anupam Vijayvergia,"Lightspeed, Sequioa"
TravClan,B2B Travel,,,Pre-series A,2200000.0,New Delhi,A mission to solve a genuine problem faced by millions of travel entrepreneurs across the world.,2021,2018.0,"Arun Bagaria, Ashish Thapliyal",TheVentures
WickedGud,Food & Beverages,,,Pre-seed,340000.0,Mumbai,A mission to make every day eating guilt-free and change the way the world consumes comfort foods.,2021,2021.0,Bhuman Dani,"Titan Capital, Archana Priyadarshini, Gaurav Ahuja"
Enercomp,Information Technology & Services,,,,200000.0,Ahmedabad,Enercomp Solutions Pvt Ltd provide drone based economically viable solutions for different sectors to improve efficiency and accuracy.,2021,2013.0,SURESH SHAHDADPURI,ah! Ventures
BetterPlace,Information Technology & Services,,,Series C,24000000.0,Bangalore,"BetterPlace is India’s largest technology platform delivering digital solutions for blue-collar workforce management, throughout the entire value chain.",2021,2014.0,Pravin Agarwala,"Jungle Ventures, CX Partners"
Medpho,Hospital & Health Care,,,,1000000.0,Noida,Medpho is a healthcare service provider in India that connects doctors and patients at the click of a call.,2021,2021.0,Shashank Saini,"Cygnus Medicare Group, Probal Ghoshal, Shuchin Bajaj"
LivQuik Technology,Financial Services,Finance,finance,,4000000.0,Mumbai,LivQuik’s vision is to enable the efficient movement of money.,2021,2012.0,Mohit Lalvani,M2P Fintech
EventBeep,EdTech,,,,0.0,Pune,An inclusive community where students are inspired and empowered to reach their full potential,2021,2019.0,"Saurabh Mangrulkar, Rakhi Pal, Venkatesh Prasad","SucSEED  Indovation Fund, Uincept, Palimala Ventures"
GTM Buddy,Computer Software,,,Seed,2000000.0,Hyderabad,Just-in-time Sales Enablement Platform,2021,2020.0,"Sreedhar Peddineni, Santa Thounaojam, Sundar Vellaichamy, Chandramani Tiwary",Stellaris Venture Partners
Gobbly,Retail,Business,business,Pre-series A,900000.0,Gurugram,A 24x7 automated retail store filled with daily essentials.,2021,2019.0,"Ankur Agarwal, Amit Ahuja","Anicut Angel Fund, Sauce.VC"
HexaHealth,Healthtech,,,Seed,4500000.0,Mumbai,H2D is the most trusted online platform that connects the finest experts with people aspiring to achieve their Health Goals in a holistic way,2021,2019.0,"Vikas Chauhan, Ankur Gigras, Dr Aman Priya Khanna","Omidyar Network India, Chiratae Ventures"
Eupheus Learning,E-learning,,,Series C,10000000.0,New Delhi,Offer pedagogically differentiated technology driven solutions that lead to critical thinking and achievement of higher learning outcomes,2021,2017.0,"Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Lightrock India
Easiloan,FinTech,,,,1000000.0,Mumbai,"A Fintech startup, offering fast & easy digital processing of Home Loans in a completely reimagined and delightful way.",2021,2020.0,"Pramod Kathuria, Vishal Dawda",Tomorrow Capital
Anar,Information Technology & Services,,,Seed,6200000.0,Mumbai,Anar Business Community App is a platform where businesses can create their free profile and grow their business network all over India.,2021,2019.0,"Nishank Jain, Sanjay Bhat","Elevation Capital, Accel India"
Shadez,Consumer Services,,,Pre-series A,200000.0,Mumbai,"Smart painting process, latest automatic tools and professional painters make the process faster than any other conventional process of painting .",2021,2019.0,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures
Vahan,Information Technology & Services,,,Series A,8000000.0,Bangalore,"Help companies such as Zomato, Swiggy, Flipkart, Uber, Shadowfax etc. hire blue-collar workers and are on track to become India's largest recruitment platform.",2021,2016.0,Madhav Krishna,Khosla Ventures
MPL,sports,,,Series E,0.0,Bangalore,"Mobile Premier League (MPL), is India’s largest eSports and mobile gaming platform, with over 50+ games on its app on iOS and Android, and over 60 million users in India.",2021,2018.0,"Sai Srinivas Kiran GV, Shubh Malhotra",Legatum Capital
Tinkerly,EdTech,,,,800000.0,Jaipur,"A STEM learning online-offline solutions provider that makes STEM learning & Coding fun and interesting with superior pedagogy, blended learning, and play-based curriculum.",2021,2015.0,"O.P. Godara, Vivek Pathak, Kapil Arya, Sharad Bansal",Navneet Education
Artium Academy,Music,,,Seed,750000.0,Mumbai,Artium Academy is an Online Music Education platform that makes learning fun and accessible to people of all ages.,2021,2021.0,"Ashish Joshi, Nithya Sudhir","Sonu Nigam, Whiteboard Capital"
Awon GameZ,Gaming,,,Seed,2000000.0,Noida,"An online platform on which developers can host their games and gamers can come together as a community to enjoy experiences, compete, challenge and win!",2021,2020.0,Amardeep Bajpai,Aditya Duggar
Ayu Health,"Health, Wellness & Fitness",,,Series A,6300000.0,Bangalore,Ayu Health is a network of high quality hospitals focused on providing high quality healthcare for all.,2021,2019.0,"Himesh Joshi, Arijit Gupta, Karan Gupta","Vertex Ventures, Stellaris Venture Partners"
Apna,Recruitment,,,Series C,100000000.0,Bangalore,India's largest professional networking & job opportunities platform for the rising workforce.,2021,2019.0,Nirmit Parikh,Tiger Global
BharatAgri,AgriTech,Agritech,agriculture,Series A,6500000.0,Bangalore,Provide personalized farm solution to the farmers. Only app to provide actionable insights based on weather changes.,2021,2017.0,"Sai Gole, Siddharth Dialani","Omnivore, India Quotient"
Flatheads,Apparel & Fashion,,,Pre-series A,1000000.0,Bangalore,Flatheads are an enthusiastic team of young professionals building a retail brand in the casual footwear space.,2021,2018.0,"Utkarsh Biradar, Ganesh Balakrishnan","We Founder Circle, Dexter Angels"
Boutique Spirit Brands,Wine & Spirits,,,,10000000.0,New Delhi,Boutique Spirit Brands is a leading Brand creation & manufacturing company of Branded alcoholic beverages in India.,2021,2016.0,Rahul Gagerna,"IIFL﻿, ﻿Anicut Angel Fund﻿, ﻿Kae Capital﻿, TradeCred"
eShipz,SaaS startup,,,,700000.0,Bangalore,Digital Shipping Platform for Creating best Pre & Post Shipping Experiences to Brands and Enterprise Customers. and help grow their business by 5X with automation & cloud technology.,2021,2019.0,"Shashi S Tripathi, Shivadeep Mahadi, Ajaykumar R","Indian Angel Network, Axilor"
Pine Labs,Information Technology & Services,,,,100000000.0,Noida,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,2021,1998.0,Amrish Rau,Invesco Developing Markets Fund
Paytail,Financial Services,Finance,finance,Seed,1500000.0,New Delhi,Paytail is revolutionizing the offline commerce by enabling instant paperless EMI's to consumers,2021,2020.0,"AMIT CHATURVEDI, Vikas Garg",Cholamandalam
4Fin,Financial Services,Finance,finance,Pre-seed,1100000.0,Pune,4Fin is a Fintech Platform catering to needs of Smart Bharat.,2021,2021.0,"Amit Tewary, Ajit Sinha",Curesense Therapeutics
immunitoAI,Biotechnology,Biotech,biotech,Seed,1000000.0,Bangalore,Perform Antibody Discovery using Artificial Intelligence.,2021,2020.0,"Aridni Shah, Trisha Chatterjee",pi Ventures
GameEon Studios,Computer Games,,,,320000.0,Mumbai,"GameEon is based in the sleepless city of Mumbai, India and deals mainly in game development.",2021,2013.0,Nikhil Malankar,Mumbai Angels Network
Farmers Fresh Zone,AgriTech,Agritech,agriculture,Pre-series A,800000.0,Kochi,D2C Health and Wellness Brand for Fresh and Safe Fruits and Vegetables from farmers through traceable Supply Chain,2021,2015.0,Pradeep PS,"IAN Fund, Malabar Angel Network, Native Angel Network"
Anveshan,Food Production,,,Seed,500000.0,Bangalore,Revolutionizing the food industry through technology by providing high-quality traceable food products,2021,2019.0,"Aayushi Khandelwal, Akhil Kansal, Kuldeep Parewa","DSG Consumer Partners, Titan Capital"
Coutloot,Consumer Services,,,Pre-series,8000000.0,Mumbai,"Empowering local markets to sell online socially, our mission is to bring 25M sellers online by 2023",2021,2016.0,"Mahima Kaul, Jasmeet Thind","Ameba Capital, 9Unicorns"
Nova Benefits,"Health, Wellness & Fitness",,,Series A,10000000.0,Bangalore,Nova Benefits is the one stop tech platform for providing the best health and wellness benefits to employees.,2021,2020.0,"Saransh Garg, Yash Gupta","Susquehanna International Group, Bessemer Venture Partners"
HomeLane,Interior Design,,,Series E,50000000.0,Bangalore,"Tech-empowered teams have delivered over 20,000 homes across 16 cities over the last 7 years.",2021,2014.0,Srikanth Iyer,"IIFL AMC, Oman India Joint Investment Fund"
Lido Learning,E-learning,,,,10000000.0,Mumbai,LIDO is an  ed-tech company revolutionizing formal classroom education through a unique and immersive online classroom for every child in India.,2021,2019.0,Sahil Sheth,Unilazer Ventures
Jar,FinTech,,,Pre-series A,4500000.0,Bangalore,A daily gold-savings app that saves spare change & auto-invests.,2021,2021.0,"Nishchay AG, Misbah Ashraf","Tribe Capital, Arkam Ventures, WEH, Kunal Shah"
Peppermint,Industrial Automation,Technology,technology,,600000.0,Pune,Intelligent Housekeeping Robots for public and working spaces,2021,2019.0,"Runal Dahiwade, Miraj C Vora","Venture Catalysts, Indian Angel Network"
moneyHOP,Financial Services,Finance,finance,Seed,1200000.0,London,moneyHOP is India’s first cross-border neo bank.,2021,2018.0,Mayank Goyal,
Codingal,EdTech,,,Seed,1200000.0,Bangalore,Codingal is on a mission to inspire school kids to fall in love with coding. Backed by Y Combinator!,2021,2020.0,"Vivek Prakash, Satyam Baranwal",
Skit,AI startup,,,Series B,23000000.0,Bangalore,Enabling enterprises to automate their contact centre operations using Voice AI.,2021,2016.0,"Sourabh Gupta, Akshay Deshraj",Westbridge Capital
Peak,Information Technology & Services,,,Series C,75000000.0,"Manchester, Greater Manchester",Peak helps the world's smartest companies put the power of AI at the center of all commercial decision making with Decision Intelligence,2021,2014.0,Atul Sharma,SoftBank Vision Fund 2
REVOS,Automotive,Transportation,transport,Series A,4000000.0,Bangalore,REVOS is a smart mobility platform that empowers all 2 and 3 wheeler vehicles through AI-integrated IoT  solutions,2021,2017.0,"Mohit Yadav, Jyotrian Jan Harichandran",
Dezerv.,Investment Management,,,Seed,7000000.0,Mumbai,"Integrated Portfolios designed by experts with decades of investing, Unique access to pre-IPO and startup investing",2021,2021.0,"Sandeep Jethwani, Vaibhav Porwal, Sahil Contractor","Elevation Capital, Matrix Partners India"
AppsForBharat,Product studio,,,Series A,10000000.0,Bangalore,"A mission to assist a billion Indians in their spiritual journey, through a range of products & services",2021,2020.0,Prashant Sachan,Elevation Capital
Habbit,EdTech,,,Pre-seed,320000.0,Bangalore,Habbit is online learning community for anyone looking to get mentored in a skill or hobby of their choice.,2021,2020.0,"Somnath Sandeep, Raghav Goyal",Ashok Goyal
Bikayi,E-commerce,,,Series A,10000000.0,Hyderabad,Empowering SMBs in India,2021,2019.0,"Sonakshi Nathani, Ashutosh Singla",Sequoia Capital India
Sugar.fit,Health,,,,10000000.0,Bangalore,"Innovative technology, compassionate diabetes experts and personalised plans, which will help lead a normal life once more.",2021,2021.0,"Shivtosh Kumar, Madan Somasundaram","Cure.fit, Endiya Partners, Tanglin Venture"
Dukaan,Retail,Business,business,Series A,11000000.0,Bangalore,"Help forward thinking entrepreneurs by providing them the platform to start, grow, and manage their business online.",2021,2020.0,"Suumit Shah, Subhash Choudhary","HOF Capital, Old Well Ventures, LetsVenture, 9Unicorns"
Vidyakul,EdTech,,,Bridge,500000.0,Gurugram,Vidyakul is a group of academic experts.,2021,2017.0,"Tarun Saini, Gaurav Singhvi",We Founder Circle
Goodmylk,Food & Beverages,,,Seed,1000000.0,Bangalore,Make plant-based food affordable and accessible in India.,2021,2015.0,Abhay Rangan,"Jinisha Sharma, Aditya Agarwal, Victoria, Abhishek Shroff"
Fieldproxy,SaaS startup,,,Seed,200000.0,Chennai,Fieldproxy is a no-code platform that helps field servicing companies digitize their processes to better manage their on-ground technicians,2021,2016.0,"Swaroop Vijayakumar, Balakrishna B","LetsVenture, 2am VC, magic.fund"
NeuroPixel.AI,Deeptech,,,Seed,800000.0,Bangalore,NeuroPixel.AI Labs is a deep tech start-up that works in application of advanced AI/ML and statistical learning theory in Computer Vision and Image Processing area for online retail storefronts.,2021,2020.0,,"Arvind Venugopal Nair, Amritendu Mukherjee"
Elixia Tech Solutions,Information Technology & Services,,,Pre-series A,1000000.0,Mumbai,End to End Logistics Automation Expert,2021,2011.0,Sanket Sheth,Rajasthan Venture Capital Fund
bitsCrunch,Blockchain,,,Seed,700000.0,Chennai,A consulting firm focused mainly on Data Analytics and DevOps.,2021,2020.0,Saravanan Jaichandaran,"Covalent, Double Peak, GenBlock Capital, Ledger Prime, MEXC Global, Synaps"
Prolgae,Biotechnology,Biotech,biotech,Seed,200000.0,The Nilgiris,Prolgae Spirulina Supplies Pvt. Ltd. is a Nordic-India joint operating company.,2021,2016.0,Aakas Sadasivam,Vijayan
Biddano,"Health, Wellness & Fitness",,,Pre-series A1,2000000.0,Pune,India's first tech-enabled healthcare logistics platform.,2021,2016.0,"Talha Shaikh, Ashok Yadav","Gokul Rajaram, JPIN, Venture Catalysts UK, AngelList"
Geniemode,B2B,,,,2000000.0,Gurugram,"Transforming global sourcing for retailers & suppliers in furniture, hard goods & fashion industry using technology.",2021,2021.0,"Amit Sharma, Tanuj Gangwani",Info Edge Ventures
Neokred,FinTech,,,Seed,500000.0,Bangalore,Democratizing Open Banking,2021,2019.0,"Tarun Nazare, Rohith Reji","Virenxia Group, Rajesh Jain, Nitin Agarwal"
Delhivery,Logistics & Supply Chain,,,Series I,76000000.0,Gurugram,Delhivery is a leading logistics and supply chain services company in India.,2021,2011.0,Sahil Barua,Addition
Flipspaces,Design,,,Pre-series B,2000000.0,Mumbai,"Flipspaces is a global tech-enabled venture towards discovery, design and delivery of commercial and residential spaces",2021,2011.0,Kunal Sharma,Prashasta Seth
Fleek,Internet,Technology,technology,Seed,1000000.0,Bangalore,Fleek helps track & manage subscriptions in one place.,2021,2021.0,"Aditya Uttaravalli, Arvind Eashwar",Axilor
